nodo_id,nombre,tipo,distrito,demanda_nivel,latitud,longitud,pedidos_hora,capacidad
569,Osaka (Comas),restaurante,Comas,baja,-11.954996,-77.063332,54,33
570,Intersec. Av. El Derby (San Martin Porres),interseccion,San Martin Porres,baja,-11.998302,-77.091055,0,0
571,Cliente #571 (Magdalena),cliente,Magdalena,media,-12.085562,-77.062001,1,3
572,Cliente #572 (La Molina),cliente,La Molina,media,-12.077255,-76.939729,2,1
573,Cliente #573 (Carabayllo),cliente,Carabayllo,baja,-11.878599,-77.04577,4,3
574,Intersec. Av. La Marina (Santa Anita),interseccion,Santa Anita,baja,-12.057958,-76.978041,0,0
575,Intersec. Av. Larco (La Molina),interseccion,La Molina,media,-12.073786,-76.945755,0,0
576,Cliente #576 (San Martin Porres),cliente,San Martin Porres,baja,-12.024061,-77.059238,5,1
577,Cliente #577 (Ate),cliente,Ate,baja,-12.022753,-76.91138,4,3
578,Intersec. Av. Arequipa (Barranco),interseccion,Barranco,alta,-12.152372,-77.002399,0,0
579,Cliente #579 (Comas),cliente,Comas,baja,-11.96199,-77.06336,3,3
580,Intersec. Av. Salaverry (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.222495,-76.959878,0,0
581,Intersec. Av. Salaverry (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.196902,-76.94136,0,0
582,Cliente #582 (Magdalena),cliente,Magdalena,media,-12.108879,-77.069941,5,2
583,Cliente #583 (Callao),cliente,Callao,baja,-12.037155,-77.108568,4,3
584,Cliente #584 (Magdalena),cliente,Magdalena,media,-12.080933,-77.058512,3,3
585,Intersec. Av. La Marina (Pueblo Libre),interseccion,Pueblo Libre,media,-12.058418,-77.042636,0,0
586,Intersec. Av. Salaverry (Barranco),interseccion,Barranco,alta,-12.163304,-77.019028,0,0
587,Segundo Muelle (Comas),restaurante,Comas,baja,-11.942309,-77.038086,36,35
588,Intersec. Av. Arequipa (Independencia),interseccion,Independencia,baja,-11.987816,-77.069002,0,0
589,Cliente #589 (Surco),cliente,Surco,alta,-12.161973,-77.006335,1,2
590,Intersec. Av. Petit Thouars (Los Olivos),interseccion,Los Olivos,baja,-11.996507,-77.080637,0,0
591,Cliente #591 (Los Olivos),cliente,Los Olivos,baja,-11.982505,-77.071814,5,3
592,Intersec. Av. Universitaria (Brena),interseccion,Brena,media,-12.041882,-77.051296,0,0
593,Intersec. Av. La Encalada (Miraflores),interseccion,Miraflores,muy_alta,-12.11091,-77.021687,0,0
594,Cliente #594 (Santa Anita),cliente,Santa Anita,baja,-12.055472,-76.951125,5,2
595,Intersec. Av. La Encalada (Miraflores),interseccion,Miraflores,muy_alta,-12.1386,-77.025537,0,0
596,Cliente #596 (Rimac),cliente,Rimac,baja,-12.007474,-77.032445,4,2
597,Intersec. Av. Salaverry (Callao),interseccion,Callao,baja,-12.058187,-77.102665,0,0
598,Intersec. Av. Primavera (Lurin),interseccion,Lurin,baja,-12.280365,-76.875255,0,0
599,Cliente #599 (Ate),cliente,Ate,baja,-12.035884,-76.894744,3,3
600,Cliente #600 (Lurin),cliente,Lurin,baja,-12.278648,-76.873584,5,3
601,Cliente #601 (Miraflores),cliente,Miraflores,muy_alta,-12.098039,-77.023644,3,1
602,Intersec. Av. La Encalada (Magdalena),interseccion,Magdalena,media,-12.103642,-77.071207,0,0
603,Hub Rappi Miraflores,hub_rappi,Miraflores,muy_alta,-12.117762,-77.029618,352,280
604,Intersec. Av. Santa Cruz (Jesus Maria),interseccion,Jesus Maria,media,-12.061275,-77.03788,0,0
605,Cliente #605 (Santa Anita),cliente,Santa Anita,baja,-12.042524,-76.954083,5,1
606,Cliente #606 (Santa Anita),cliente,Santa Anita,baja,-12.034329,-76.960103,5,3
607,Intersec. Av. Caminos del Inca (Magdalena),interseccion,Magdalena,media,-12.076883,-77.083317,0,0
608,Cliente #608 (Pueblo Libre),cliente,Pueblo Libre,media,-12.078354,-77.075572,5,2
609,Intersec. Av. Arequipa (Miraflores),interseccion,Miraflores,muy_alta,-12.097712,-77.048931,0,0
610,Cliente #610 (Lurin),cliente,Lurin,baja,-12.262043,-76.884901,2,3
611,Cliente #611 (Surco),cliente,Surco,alta,-12.127368,-77.009118,5,2
612,Sushi Ito (Lurin),restaurante,Lurin,baja,-12.298013,-76.869099,20,50
613,Cliente #613 (Ate),cliente,Ate,baja,-12.048706,-76.921954,5,1
614,Cliente #614 (Comas),cliente,Comas,baja,-11.95641,-77.036246,3,1
615,Cliente #615 (Ate),cliente,Ate,baja,-12.023218,-76.894155,5,1
616,Intersec. Av. Caminos del Inca (Barranco),interseccion,Barranco,alta,-12.15718,-77.012426,0,0
617,Intersec. Av. Larco (San Isidro),interseccion,San Isidro,muy_alta,-12.080394,-77.049017,0,0
618,Cliente #618 (Lurin),cliente,Lurin,baja,-12.290418,-76.874122,4,3
619,Cliente #619 (Callao),cliente,Callao,baja,-12.053914,-77.128275,4,3
620,Cliente #620 (Ate),cliente,Ate,baja,-12.012734,-76.91357,3,1
621,Hub Rappi Pueblo Libre,hub_rappi,Pueblo Libre,media,-12.095375,-77.042797,411,447
622,Intersec. Av. Salaverry (Callao),interseccion,Callao,baja,-12.077226,-77.115047,0,0
623,Intersec. Av. Angamos (Lima Cercado),interseccion,Lima Cercado,media,-12.054141,-77.010218,0,0
624,Intersec. Av. Colonial (Puente Piedra),interseccion,Puente Piedra,baja,-11.872824,-77.070581,0,0
625,Intersec. Av. Salaverry (Jesus Maria),interseccion,Jesus Maria,media,-12.07334,-77.045447,0,0
626,Intersec. Av. La Marina (San Isidro),interseccion,San Isidro,muy_alta,-12.079341,-77.035824,0,0
627,Intersec. Av. El Derby (Los Olivos),interseccion,Los Olivos,baja,-11.983014,-77.087294,0,0
628,Cliente #628 (San Isidro),cliente,San Isidro,muy_alta,-12.092416,-77.049979,1,3
629,Cliente #629 (La Molina),cliente,La Molina,media,-12.095437,-76.925724,5,1
630,Intersec. Av. Larco (Magdalena),interseccion,Magdalena,media,-12.084057,-77.05859,0,0
631,Cliente #631 (San Miguel),cliente,San Miguel,media,-12.054975,-77.094697,3,3
632,Hub Rappi San Juan Lurig,hub_rappi,San Juan Lurig,baja,-12.180324,-76.959136,395,294
633,Cliente #633 (Puente Piedra),cliente,Puente Piedra,baja,-11.877683,-77.100607,3,1
634,Intersec. Av. La Encalada (Rimac),interseccion,Rimac,baja,-12.045654,-77.030438,0,0
635,Intersec. Av. Primavera (San Borja),interseccion,San Borja,alta,-12.110545,-77.01257,0,0
636,Intersec. Av. Arequipa (El Agustino),interseccion,El Agustino,baja,-12.037808,-77.007451,0,0
637,Cliente #637 (Jesus Maria),cliente,Jesus Maria,media,-12.080362,-77.041146,3,3
638,Cliente #638 (San Miguel),cliente,San Miguel,media,-12.059289,-77.096766,1,3
639,Intersec. Av. Arequipa (Comas),interseccion,Comas,baja,-11.924882,-77.0384,0,0
640,Cliente #640 (Chorrillos),cliente,Chorrillos,media,-12.185335,-77.034301,1,2
641,Cliente #641 (Rimac),cliente,Rimac,baja,-12.022141,-77.032391,2,1
642,Cliente #642 (Santa Anita),cliente,Santa Anita,baja,-12.064252,-76.948844,3,1
643,Cliente #643 (Lince),cliente,Lince,media,-12.068323,-77.028665,3,1
644,Intersec. Av. Petit Thouars (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.162851,-76.99776,0,0
645,Intersec. Av. Universitaria (Lurin),interseccion,Lurin,baja,-12.260518,-76.855455,0,0
646,Intersec. Av. Colonial (Carabayllo),interseccion,Carabayllo,baja,-11.888347,-77.023132,0,0
647,Cliente #647 (Surco),cliente,Surco,alta,-12.152733,-76.983439,5,2
648,Intersec. Av. Javier Prado (Lima Cercado),interseccion,Lima Cercado,media,-12.051634,-77.013175,0,0
649,Cliente #649 (Callao),cliente,Callao,baja,-12.066424,-77.133658,3,3
650,Intersec. Av. Caminos del Inca (Brena),interseccion,Brena,media,-12.044957,-77.071917,0,0
651,Intersec. Av. Benavides (Jesus Maria),interseccion,Jesus Maria,media,-12.087142,-77.041432,0,0
652,Intersec. Av. Primavera (San Martin Porres),interseccion,San Martin Porres,baja,-11.999727,-77.050588,0,0
653,Intersec. Av. Santa Cruz (Santa Anita),interseccion,Santa Anita,baja,-12.065851,-76.966912,0,0
654,Intersec. Av. La Encalada (Pueblo Libre),interseccion,Pueblo Libre,media,-12.072242,-77.066468,0,0
655,China Wok (Rimac),restaurante,Rimac,baja,-12.016392,-77.022832,38,99
656,Intersec. Av. Arequipa (Lince),interseccion,Lince,media,-12.079688,-77.016265,0,0
657,Hub Rappi Magdalena,hub_rappi,Magdalena,media,-12.104533,-77.067479,436,448
658,Cliente #658 (Surco),cliente,Surco,alta,-12.154189,-76.977943,3,2
659,Intersec. Av. Larco (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.159616,-76.979089,0,0
660,Intersec. Av. La Marina (San Borja),interseccion,San Borja,alta,-12.096495,-76.991213,0,0
661,Cliente #661 (Pueblo Libre),cliente,Pueblo Libre,media,-12.054428,-77.039743,5,2
662,Cliente #662 (Pachacamac),cliente,Pachacamac,baja,-12.253809,-76.866648,2,1
663,Intersec. Av. Universitaria (Miraflores),interseccion,Miraflores,muy_alta,-12.098261,-77.043646,0,0
664,Cliente #664 (Jesus Maria),cliente,Jesus Maria,media,-12.056532,-77.064056,4,3
665,Hub Rappi La Molina,hub_rappi,La Molina,media,-12.082567,-76.95978,297,413
666,Hub Rappi Villa El Salvador,hub_rappi,Villa El Salvador,baja,-12.218027,-76.920816,406,251
667,Hub Rappi Lince,hub_rappi,Lince,media,-12.086774,-77.032131,410,215
668,Intersec. Av. Petit Thouars (Pachacamac),interseccion,Pachacamac,baja,-12.225035,-76.858841,0,0
669,Intersec. Av. 28 de Julio (San Borja),interseccion,San Borja,alta,-12.119415,-77.017095,0,0
670,Cliente #670 (La Molina),cliente,La Molina,media,-12.093106,-76.963448,5,1
671,Cliente #671 (Comas),cliente,Comas,baja,-11.953304,-77.053388,4,1
672,Intersec. Av. Arequipa (Carabayllo),interseccion,Carabayllo,baja,-11.892547,-77.043516,0,0
673,Intersec. Av. Santa Cruz (Lima Cercado),interseccion,Lima Cercado,media,-12.037493,-77.046062,0,0
674,Intersec. Av. El Derby (Surco),interseccion,Surco,alta,-12.153918,-77.00019,0,0
675,Cliente #675 (San Juan Lurig),cliente,San Juan Lurig,baja,-12.168585,-76.996867,1,1
676,Intersec. Av. Colonial (Ate),interseccion,Ate,baja,-12.040317,-76.923183,0,0
677,Intersec. Av. Caminos del Inca (Miraflores),interseccion,Miraflores,muy_alta,-12.135719,-77.045107,0,0
678,Intersec. Av. La Marina (Lurin),interseccion,Lurin,baja,-12.291197,-76.876881,0,0
679,Cliente #679 (Villa Maria),cliente,Villa Maria,baja,-12.171891,-76.929127,4,1
680,Intersec. Av. Petit Thouars (Barranco),interseccion,Barranco,alta,-12.151792,-77.040435,0,0
681,Cliente #681 (Lurin),cliente,Lurin,baja,-12.28454,-76.879347,4,1
682,Cliente #682 (Brena),cliente,Brena,media,-12.073602,-77.044311,4,3
683,Chifa Titi (Brena),restaurante,Brena,media,-12.077011,-77.060759,67,89
684,Cliente #684 (Miraflores),cliente,Miraflores,muy_alta,-12.097124,-77.033498,3,3
685,Intersec. Av. Brasil (Chorrillos),interseccion,Chorrillos,media,-12.154395,-77.019871,0,0
686,Intersec. Av. La Marina (Pueblo Libre),interseccion,Pueblo Libre,media,-12.092258,-77.07184,0,0
687,Intersec. Av. Colonial (Puente Piedra),interseccion,Puente Piedra,baja,-11.878677,-77.062017,0,0
688,Cliente #688 (Santa Anita),cliente,Santa Anita,baja,-12.042277,-76.972318,1,1
689,Cliente #689 (San Juan Lurig),cliente,San Juan Lurig,baja,-12.152881,-76.99366,4,1
690,Intersec. Av. 28 de Julio (Surco),interseccion,Surco,alta,-12.159839,-77.014553,0,0
691,Cliente #691 (Surco),cliente,Surco,alta,-12.163408,-77.011615,1,2
692,Intersec. Av. Aviacion (San Isidro),interseccion,San Isidro,muy_alta,-12.113683,-77.040529,0,0
693,Cliente #693 (Los Olivos),cliente,Los Olivos,baja,-12.00965,-77.062486,2,1
694,Intersec. Av. Petit Thouars (Callao),interseccion,Callao,baja,-12.050281,-77.108962,0,0
695,Cliente #695 (Carabayllo),cliente,Carabayllo,baja,-11.879459,-77.030475,2,2
696,Intersec. Av. Javier Prado (Puente Piedra),interseccion,Puente Piedra,baja,-11.87923,-77.065648,0,0
697,Cliente #697 (Pachacamac),cliente,Pachacamac,baja,-12.226743,-76.86662,3,1
698,Intersec. Av. Universitaria (San Martin Porres),interseccion,San Martin Porres,baja,-12.036379,-77.059969,0,0
699,Intersec. Av. La Marina (Chorrillos),interseccion,Chorrillos,media,-12.168318,-77.006892,0,0
700,Intersec. Av. Tomas Marsano (San Isidro),interseccion,San Isidro,muy_alta,-12.082836,-77.022446,0,0
701,Intersec. Av. La Encalada (Pueblo Libre),interseccion,Pueblo Libre,media,-12.089466,-77.042755,0,0
702,Cliente #702 (Rimac),cliente,Rimac,baja,-12.047512,-77.049908,3,3
703,Isolina (Miraflores),restaurante,Miraflores,muy_alta,-12.111212,-77.050169,55,42
704,Intersec. Av. Universitaria (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.1608,-76.962857,0,0
705,Intersec. Av. 28 de Julio (Carabayllo),interseccion,Carabayllo,baja,-11.895955,-77.013871,0,0
706,Cliente #706 (Rimac),cliente,Rimac,baja,-12.04334,-77.01365,5,1
707,Cliente #707 (Lima Cercado),cliente,Lima Cercado,media,-12.032615,-77.037049,4,3
708,Intersec. Av. Javier Prado (Los Olivos),interseccion,Los Olivos,baja,-11.996123,-77.086826,0,0
709,Cliente #709 (San Martin Porres),cliente,San Martin Porres,baja,-12.010056,-77.060865,1,2
710,Intersec. Av. Angamos (Brena),interseccion,Brena,media,-12.041864,-77.033691,0,0
711,Intersec. Av. Petit Thouars (San Martin Porres),interseccion,San Martin Porres,baja,-12.014019,-77.060722,0,0
712,Cliente #712 (Lima Cercado),cliente,Lima Cercado,media,-12.052635,-77.038539,1,2
713,Cliente #713 (Santa Anita),cliente,Santa Anita,baja,-12.039738,-76.949285,3,3
714,Intersec. Av. Aviacion (Pueblo Libre),interseccion,Pueblo Libre,media,-12.059589,-77.07929,0,0
715,Intersec. Av. Larco (Lurin),interseccion,Lurin,baja,-12.281466,-76.878875,0,0
716,Intersec. Av. Santa Cruz (Callao),interseccion,Callao,baja,-12.035499,-77.128877,0,0
717,Intersec. Av. El Derby (Ate),interseccion,Ate,baja,-12.025302,-76.909388,0,0
718,Intersec. Av. Santa Cruz (Carabayllo),interseccion,Carabayllo,baja,-11.873872,-77.011919,0,0
719,Cliente #719 (San Isidro),cliente,San Isidro,muy_alta,-12.116583,-77.028521,2,2
720,Intersec. Av. Petit Thouars (Lima Cercado),interseccion,Lima Cercado,media,-12.044581,-77.026608,0,0
721,Intersec. Av. Aviacion (Callao),interseccion,Callao,baja,-12.055437,-77.129209,0,0
722,Cliente #722 (Brena),cliente,Brena,media,-12.077954,-77.066878,2,3
723,Cliente #723 (Surco),cliente,Surco,alta,-12.162531,-77.013651,1,3
724,Central (Carabayllo),restaurante,Carabayllo,baja,-11.901067,-77.009828,70,26
725,Cliente #725 (Lince),cliente,Lince,media,-12.099513,-77.023511,2,1
726,Intersec. Av. La Encalada (Rimac),interseccion,Rimac,baja,-12.033836,-77.04613,0,0
727,Intersec. Via Expresa (Surco),interseccion,Surco,alta,-12.159616,-76.989844,0,0
728,Cliente #728 (Carabayllo),cliente,Carabayllo,baja,-11.884565,-77.046459,5,2
729,Cliente #729 (Chorrillos),cliente,Chorrillos,media,-12.181273,-77.007511,3,2
730,Cliente #730 (Magdalena),cliente,Magdalena,media,-12.088501,-77.065609,5,1
731,Cliente #731 (Santa Anita),cliente,Santa Anita,baja,-12.06427,-76.982086,1,3
732,Cliente #732 (San Isidro),cliente,San Isidro,muy_alta,-12.116042,-77.038275,1,2
733,Cliente #733 (Rimac),cliente,Rimac,baja,-12.038213,-77.022476,3,1
734,Hub Rappi Barranco,hub_rappi,Barranco,alta,-12.146818,-77.02674,294,232
735,Intersec. Av. La Marina (Barranco),interseccion,Barranco,alta,-12.163149,-77.011991,0,0
736,Cliente #736 (Rimac),cliente,Rimac,baja,-12.036294,-77.014431,5,3
737,Cliente #737 (Los Olivos),cliente,Los Olivos,baja,-11.990658,-77.055368,5,3
738,Cliente #738 (Jesus Maria),cliente,Jesus Maria,media,-12.069537,-77.047045,1,2
739,Cliente #739 (El Agustino),cliente,El Agustino,baja,-12.034006,-77.027461,3,2
740,Intersec. Av. El Derby (Pueblo Libre),interseccion,Pueblo Libre,media,-12.096203,-77.06454,0,0
741,Cliente #741 (Los Olivos),cliente,Los Olivos,baja,-11.987877,-77.089638,3,3
742,Maido (Comas),restaurante,Comas,baja,-11.921061,-77.044211,15,50
743,Intersec. Via Expresa (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.138984,-76.9816,0,0
744,Cliente #744 (Lima Cercado),cliente,Lima Cercado,media,-12.039277,-77.029504,4,3
745,Intersec. Av. La Marina (Callao),interseccion,Callao,baja,-12.048318,-77.121747,0,0
746,Cliente #746 (Ate),cliente,Ate,baja,-12.04435,-76.894174,1,2
747,Cliente #747 (El Agustino),cliente,El Agustino,baja,-12.023361,-77.003348,4,3
748,Cliente #748 (Brena),cliente,Brena,media,-12.053247,-77.036147,2,1
749,Hub Rappi Pachacamac,hub_rappi,Pachacamac,baja,-12.232438,-76.888999,251,385
750,Cliente #750 (Lima Cercado),cliente,Lima Cercado,media,-12.029559,-77.022823,4,3
751,Cliente #751 (Independencia),cliente,Independencia,baja,-11.974335,-77.045114,5,2
752,Intersec. Av. Colonial (Jesus Maria),interseccion,Jesus Maria,media,-12.088973,-77.049695,0,0
753,Intersec. Via Expresa (Los Olivos),interseccion,Los Olivos,baja,-12.00057,-77.06336,0,0
754,Intersec. Av. Colonial (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.223037,-76.934983,0,0
755,Cliente #755 (San Martin Porres),cliente,San Martin Porres,baja,-12.001652,-77.073742,3,1
756,Cliente #756 (Lince),cliente,Lince,media,-12.106069,-77.020022,3,1
757,Cliente #757 (Magdalena),cliente,Magdalena,media,-12.086199,-77.051693,4,2
758,Cliente #758 (Santa Anita),cliente,Santa Anita,baja,-12.063414,-76.981125,3,2
759,Intersec. Av. Arequipa (Lince),interseccion,Lince,media,-12.074673,-77.041361,0,0
760,Cliente #760 (Puente Piedra),cliente,Puente Piedra,baja,-11.878849,-77.060041,1,3
761,Hub Rappi Carabayllo,hub_rappi,Carabayllo,baja,-11.880335,-77.016435,490,289
762,Cliente #762 (Barranco),cliente,Barranco,alta,-12.128326,-77.024167,4,2
763,Intersec. Av. Javier Prado (Independencia),interseccion,Independencia,baja,-11.984546,-77.052986,0,0
764,Cliente #764 (Callao),cliente,Callao,baja,-12.061374,-77.106003,3,2
765,Hub Rappi Ate,hub_rappi,Ate,baja,-12.049619,-76.889523,456,438
766,Cliente #766 (Lima Cercado),cliente,Lima Cercado,media,-12.066167,-77.035945,2,1
767,Cliente #767 (Barranco),cliente,Barranco,alta,-12.13099,-77.04228,5,2
768,Intersec. Av. Javier Prado (Villa Maria),interseccion,Villa Maria,baja,-12.175849,-76.926907,0,0
769,Intersec. Av. Angamos (Lurin),interseccion,Lurin,baja,-12.260742,-76.856592,0,0
770,Cliente #770 (La Molina),cliente,La Molina,media,-12.081098,-76.941161,2,3
771,Intersec. Av. Aviacion (Pachacamac),interseccion,Pachacamac,baja,-12.237241,-76.87527,0,0
772,Cliente #772 (Miraflores),cliente,Miraflores,muy_alta,-12.112164,-77.025707,1,2
773,Intersec. Av. Primavera (El Agustino),interseccion,El Agustino,baja,-12.03865,-77.006524,0,0
774,Intersec. Av. Santa Cruz (Ate),interseccion,Ate,baja,-12.050846,-76.91346,0,0
775,Cliente #775 (Ate),cliente,Ate,baja,-12.024764,-76.892978,4,1
776,Intersec. Av. Aviacion (Brena),interseccion,Brena,media,-12.077182,-77.04521,0,0
777,Cliente #777 (Miraflores),cliente,Miraflores,muy_alta,-12.129744,-77.028594,1,3
778,Intersec. Av. Benavides (Brena),interseccion,Brena,media,-12.045689,-77.050308,0,0
779,Hub Rappi El Agustino,hub_rappi,El Agustino,baja,-12.021453,-77.029083,110,412
780,Intersec. Av. La Marina (Jesus Maria),interseccion,Jesus Maria,media,-12.080305,-77.047742,0,0
781,Intersec. Av. Aviacion (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.181743,-76.984013,0,0
782,Intersec. Av. Primavera (Surco),interseccion,Surco,alta,-12.144788,-76.982174,0,0
783,Cliente #783 (San Miguel),cliente,San Miguel,media,-12.076547,-77.074998,5,1
784,Intersec. Av. Caminos del Inca (El Agustino),interseccion,El Agustino,baja,-12.036444,-76.990165,0,0
785,Intersec. Av. Angamos (Barranco),interseccion,Barranco,alta,-12.16593,-77.024971,0,0
786,Intersec. Av. Aviacion (Miraflores),interseccion,Miraflores,muy_alta,-12.112906,-77.047953,0,0
787,Cliente #787 (Puente Piedra),cliente,Puente Piedra,baja,-11.859202,-77.076958,4,2
788,Cliente #788 (Barranco),cliente,Barranco,alta,-12.126149,-77.014999,3,3
789,Intersec. Av. Aviacion (Brena),interseccion,Brena,media,-12.079266,-77.053595,0,0
790,Cliente #790 (Pachacamac),cliente,Pachacamac,baja,-12.253603,-76.85029,5,2
791,Rafael (Los Olivos),restaurante,Los Olivos,baja,-12.00045,-77.077199,60,52
792,Cliente #792 (San Martin Porres),cliente,San Martin Porres,baja,-12.038582,-77.062018,3,3
793,Cliente #793 (San Isidro),cliente,San Isidro,muy_alta,-12.084089,-77.050611,1,3
794,Intersec. Av. Arequipa (Santa Anita),interseccion,Santa Anita,baja,-12.062813,-76.94951,0,0
795,Cliente #795 (Rimac),cliente,Rimac,baja,-12.04062,-77.016814,4,3
796,Cliente #796 (San Miguel),cliente,San Miguel,media,-12.056432,-77.065844,1,1
797,Cliente #797 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.198536,-76.920825,5,3
798,Cliente #798 (San Martin Porres),cliente,San Martin Porres,baja,-12.032682,-77.062988,2,1
799,Intersec. Av. Tomas Marsano (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.219695,-76.924013,0,0
800,Cliente #800 (Chorrillos),cliente,Chorrillos,media,-12.173884,-77.006597,1,1
801,Cliente #801 (Chorrillos),cliente,Chorrillos,media,-12.156422,-77.014077,2,2
802,Cliente #802 (Los Olivos),cliente,Los Olivos,baja,-12.011978,-77.074293,3,2
803,Cliente #803 (San Isidro),cliente,San Isidro,muy_alta,-12.100299,-77.035416,1,1
804,Intersec. Av. Javier Prado (Villa Maria),interseccion,Villa Maria,baja,-12.158717,-76.921725,0,0
805,Intersec. Av. 28 de Julio (Surco),interseccion,Surco,alta,-12.137876,-76.994422,0,0
806,Intersec. Av. El Derby (Villa Maria),interseccion,Villa Maria,baja,-12.159744,-76.947689,0,0
807,Intersec. Av. Aviacion (Comas),interseccion,Comas,baja,-11.936823,-77.046634,0,0
808,Intersec. Av. Caminos del Inca (El Agustino),interseccion,El Agustino,baja,-12.020428,-77.016542,0,0
809,Hub Rappi Santa Anita,hub_rappi,Santa Anita,baja,-12.050618,-76.975625,493,408
810,Intersec. Av. Benavides (Comas),interseccion,Comas,baja,-11.961529,-77.039993,0,0
811,Hub Rappi Lima Cercado,hub_rappi,Lima Cercado,media,-12.043036,-77.019952,298,218
812,Intersec. Av. Petit Thouars (Ate),interseccion,Ate,baja,-12.027373,-76.91961,0,0
813,Cliente #813 (Puente Piedra),cliente,Puente Piedra,baja,-11.873862,-77.085907,3,1
814,Intersec. Av. 28 de Julio (Callao),interseccion,Callao,baja,-12.039788,-77.112873,0,0
815,Cliente #815 (Jesus Maria),cliente,Jesus Maria,media,-12.074167,-77.064735,4,1
816,Hub Rappi Chorrillos,hub_rappi,Chorrillos,media,-12.162154,-77.021778,145,226
817,Cliente #817 (Pachacamac),cliente,Pachacamac,baja,-12.225632,-76.866122,2,3
818,Cliente #818 (Lurin),cliente,Lurin,baja,-12.274287,-76.851962,4,2
819,Cliente #819 (Rimac),cliente,Rimac,baja,-12.018111,-77.044638,2,3
820,Cliente #820 (La Molina),cliente,La Molina,media,-12.068662,-76.93039,1,1
821,Intersec. Via Expresa (Brena),interseccion,Brena,media,-12.078722,-77.041886,0,0
822,Cliente #822 (Pachacamac),cliente,Pachacamac,baja,-12.24633,-76.863786,1,2
823,Intersec. Av. Colonial (San Isidro),interseccion,San Isidro,muy_alta,-12.089614,-77.033293,0,0
824,Intersec. Av. La Encalada (Chorrillos),interseccion,Chorrillos,media,-12.177801,-77.001836,0,0
825,Cliente #825 (Surco),cliente,Surco,alta,-12.134317,-76.985056,5,3
826,Intersec. Av. 28 de Julio (Lima Cercado),interseccion,Lima Cercado,media,-12.065044,-77.014174,0,0
827,Intersec. Av. Tomas Marsano (Rimac),interseccion,Rimac,baja,-12.0214,-77.015034,0,0
828,Cliente #828 (Villa Maria),cliente,Villa Maria,baja,-12.185351,-76.949464,3,1
829,Cliente #829 (Magdalena),cliente,Magdalena,media,-12.077991,-77.075186,4,3
830,Cliente #830 (Callao),cliente,Callao,baja,-12.039549,-77.130957,1,1
831,Intersec. Av. Arequipa (Pachacamac),interseccion,Pachacamac,baja,-12.215098,-76.854351,0,0
832,Intersec. Via Expresa (San Martin Porres),interseccion,San Martin Porres,baja,-12.014437,-77.089852,0,0
833,Intersec. Av. Salaverry (Surco),interseccion,Surco,alta,-12.140271,-77.005559,0,0
834,Cliente #834 (Miraflores),cliente,Miraflores,muy_alta,-12.135629,-77.032621,1,3
835,Cliente #835 (Independencia),cliente,Independencia,baja,-11.981742,-77.048401,5,1
836,Intersec. Av. Angamos (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.151928,-76.964872,0,0
837,Intersec. Av. Arequipa (Lima Cercado),interseccion,Lima Cercado,media,-12.029903,-77.032704,0,0
838,Intersec. Av. Tomas Marsano (Lima Cercado),interseccion,Lima Cercado,media,-12.055122,-77.017975,0,0
839,Cliente #839 (La Molina),cliente,La Molina,media,-12.076617,-76.950127,3,3
840,Intersec. Av. Aviacion (San Borja),interseccion,San Borja,alta,-12.095996,-77.021635,0,0
841,Cliente #841 (Ate),cliente,Ate,baja,-12.051913,-76.923703,5,1
842,Cliente #842 (Independencia),cliente,Independencia,baja,-11.988224,-77.074123,5,1
843,Hub Rappi Santa Anita,hub_rappi,Santa Anita,baja,-12.026702,-76.964711,434,232
844,Cliente #844 (Santa Anita),cliente,Santa Anita,baja,-12.06792,-76.945661,5,2
845,Intersec. Av. Primavera (Lince),interseccion,Lince,media,-12.096363,-77.038074,0,0
846,Intersec. Av. Arequipa (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.148302,-76.997942,0,0
847,Intersec. Av. Caminos del Inca (Santa Anita),interseccion,Santa Anita,baja,-12.063793,-76.951506,0,0
848,Intersec. Av. Larco (Ate),interseccion,Ate,baja,-12.020255,-76.90121,0,0
849,Cliente #849 (Chorrillos),cliente,Chorrillos,media,-12.190499,-77.005507,1,3
850,Cliente #850 (Pachacamac),cliente,Pachacamac,baja,-12.233495,-76.875895,1,2
851,Intersec. Av. Tomas Marsano (Lima Cercado),interseccion,Lima Cercado,media,-12.048371,-77.036342,0,0
852,Cliente #852 (Villa Maria),cliente,Villa Maria,baja,-12.172415,-76.919517,4,2
853,Intersec. Av. Salaverry (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.228755,-76.930298,0,0
854,Cliente #854 (Carabayllo),cliente,Carabayllo,baja,-11.864875,-77.040514,2,1
855,Intersec. Via Expresa (Magdalena),interseccion,Magdalena,media,-12.078514,-77.063809,0,0
