origen,destino,via,distancia_km,tiempo_min,costo_sol,congestion,demanda_zona
751,880,Av. 28 de Julio,0.3518,2.62,0.73,baja,baja
751,1247,Av. Salaverry,0.6846,2.38,1.95,baja,baja
751,303,Av. Benavides,0.7993,3.37,2.17,baja,baja
751,835,Av. Salaverry,0.8979,2.77,1.58,baja,baja
751,1389,Av. Benavides,1.0274,3.64,2.09,alta,baja
751,517,Via Expresa,1.1304,3.94,2.25,baja,baja
752,96,Av. Angamos,0.3416,2.6,1.87,alta,media
752,757,Av. Angamos,0.3773,2.52,1.29,media,media
752,628,Av. Colonial,0.3841,2.56,1.3,alta,media
752,1084,Av. Benavides,0.3996,2.03,1.76,alta,media
752,520,Av. Primavera,0.4177,2.04,1.36,baja,media
752,106,Av. Santa Cruz,0.4319,2.91,1.66,baja,media
753,1338,Av. Colonial,0.3738,1.55,1.51,media,baja
753,1151,Av. Universitaria,0.471,1.8,1.69,baja,baja
753,1117,Av. 28 de Julio,0.5431,2.82,2.07,alta,baja
753,301,Av. Javier Prado,0.5834,2.54,1.38,media,baja
753,207,Av. Larco,0.5919,3.01,1.43,alta,baja
753,1252,Av. Universitaria,0.5976,2.5,1.21,baja,baja
754,112,Av. Colonial,0.5533,1.81,2.02,media,baja
754,1464,Av. La Encalada,0.7295,2.35,2.26,media,baja
754,1077,Av. Larco,0.8076,2.32,2.16,media,baja
754,853,Av. La Encalada,0.8145,2.86,1.42,alta,baja
754,1272,Av. Universitaria,0.9365,3.2,1.94,alta,baja
754,523,Via Expresa,0.9967,3.02,2.65,baja,baja
755,1260,Av. Colonial,0.1706,1.52,0.64,media,baja
755,1412,Av. Universitaria,0.3834,2.19,1.83,media,baja
755,791,Av. Angamos,0.399,2.37,1.22,baja,baja
755,1207,Av. Colonial,0.403,1.73,0.97,baja,baja
755,82,Av. 28 de Julio,0.4626,2.91,1.77,baja,baja
755,1226,Av. El Derby,0.5435,2.1,1.74,baja,baja
756,1246,Av. Santa Cruz,0.248,2.48,0.74,baja,media
756,478,Via Expresa,0.3858,2.25,0.95,baja,media
756,1098,Av. Javier Prado,0.4361,2.92,1.75,baja,media
756,922,Av. Primavera,0.4803,3.06,1.78,alta,media
756,285,Av. Primavera,0.5024,2.57,1.9,baja,media
756,593,Av. Benavides,0.5679,3.76,1.51,baja,media
757,468,Av. Javier Prado,0.2018,1.74,0.8,media,media
757,793,Av. La Encalada,0.2625,1.4,1.5,media,media
757,96,Av. Javier Prado,0.3068,1.74,1.83,media,media
757,305,Av. Larco,0.3545,1.75,1.46,baja,media
757,752,Av. Larco,0.3773,1.77,1.19,baja,media
757,1281,Av. Colonial,0.4785,2.38,0.94,alta,media
758,731,Av. La Marina,0.1413,1.49,1.04,alta,baja
758,64,Av. Tomas Marsano,0.32,1.29,0.86,media,baja
758,574,Av. Caminos del Inca,0.6932,2.99,2.3,media,baja
758,11,Av. La Marina,0.8161,3.53,2.0,baja,baja
758,450,Av. Universitaria,0.9756,3.23,1.57,media,baja
758,1349,Av. Arequipa,1.0631,2.89,2.06,media,baja
759,682,Av. Petit Thouars,0.3422,1.72,1.74,alta,media
759,1432,Av. Angamos,0.3759,2.0,1.42,media,media
759,821,Av. Larco,0.4538,3.17,1.14,media,media
759,625,Via Expresa,0.4684,1.81,1.6,media,media
759,1355,Av. Larco,0.479,1.97,1.54,alta,media
759,907,Av. Petit Thouars,0.496,3.31,1.4,media,media
760,687,Av. Universitaria,0.2159,1.15,0.66,alta,baja
760,1291,Av. La Marina,0.2338,2.18,1.3,baja,baja
760,543,Av. Primavera,0.2891,2.25,0.97,media,baja
760,1072,Av. Brasil,0.5361,1.83,1.48,baja,baja
760,696,Av. La Encalada,0.6116,2.59,2.04,baja,baja
760,179,Av. Caminos del Inca,0.8111,2.41,1.86,baja,baja
761,1402,Av. Brasil,0.7881,2.89,2.22,baja,baja
761,718,Av. El Derby,0.8706,3.37,1.98,alta,baja
761,1262,Av. Arequipa,1.0217,3.69,1.55,alta,baja
761,1250,Via Expresa,1.022,3.86,1.87,media,baja
761,455,Av. Santa Cruz,1.0287,3.16,1.86,baja,baja
761,1259,Av. Arequipa,1.139,3.21,2.46,baja,baja
762,1055,Av. Tomas Marsano,0.1309,1.16,0.94,media,alta
762,1145,Av. La Marina,0.2774,2.52,1.69,media,alta
762,405,Av. Larco,0.4796,3.82,1.06,media,alta
762,777,Av. Santa Cruz,0.5064,2.24,1.15,alta,alta
762,330,Av. Petit Thouars,0.6166,3.38,1.78,media,alta
762,149,Av. Santa Cruz,0.6541,3.11,1.76,media,alta
763,156,Av. Brasil,0.3432,1.54,1.16,baja,baja
763,361,Av. Arequipa,0.3521,1.96,0.9,alta,baja
763,517,Av. Brasil,0.4182,2.44,0.99,alta,baja
763,835,Av. Arequipa,0.5882,2.37,1.14,baja,baja
763,189,Av. Salaverry,0.6554,2.61,1.34,baja,baja
763,737,Av. Colonial,0.7273,3.37,2.17,media,baja
764,1161,Av. La Marina,0.4112,1.48,0.98,media,baja
764,1213,Av. Universitaria,0.4691,1.6,1.94,media,baja
764,1135,Av. Colonial,0.5039,1.76,1.59,media,baja
764,597,Av. Javier Prado,0.5073,1.93,2.05,media,baja
764,1114,Av. Colonial,0.5787,2.97,1.32,baja,baja
764,471,Av. Benavides,0.6791,2.42,1.41,alta,baja
765,1040,Av. Colonial,0.7085,2.31,1.9,alta,baja
765,746,Av. Angamos,0.774,3.49,1.59,baja,baja
765,1000,Av. Tomas Marsano,1.3013,3.53,2.93,media,baja
765,599,Av. Benavides,1.6294,4.98,2.97,baja,baja
765,895,Av. 28 de Julio,1.7768,4.54,3.63,media,baja
765,995,Av. Caminos del Inca,1.8131,5.22,2.98,media,baja
766,326,Av. La Marina,0.1645,2.21,0.82,alta,media
766,267,Av. Salaverry,0.1977,1.38,1.18,media,media
766,1245,Av. Colonial,0.2278,1.21,1.75,baja,media
766,123,Av. Larco,0.3021,2.2,1.36,media,media
766,388,Av. Angamos,0.3219,1.57,0.89,media,media
766,151,Av. Aviacion,0.4701,2.99,1.28,baja,media
767,974,Via Expresa,0.2573,2.25,0.69,media,alta
767,949,Av. Colonial,0.3792,3.24,1.57,baja,alta
767,250,Av. 28 de Julio,0.4186,2.81,1.6,baja,alta
767,960,Av. La Marina,0.4665,3.31,0.98,alta,alta
767,353,Via Expresa,0.5439,3.72,1.38,media,alta
767,1257,Av. Javier Prado,0.5891,3.0,1.86,alta,alta
768,679,Av. Primavera,0.5019,1.54,1.06,baja,baja
768,198,Av. El Derby,0.6422,3.32,1.21,baja,baja
768,456,Via Expresa,0.8065,3.02,1.29,baja,baja
768,852,Av. Universitaria,0.8894,3.06,2.34,alta,baja
768,1375,Av. Salaverry,0.998,2.95,1.63,alta,baja
768,1068,Av. Tomas Marsano,1.1767,4.18,2.19,alta,baja
769,645,Av. El Derby,0.126,1.21,0.56,media,baja
769,1035,Av. Universitaria,0.3056,2.32,0.91,baja,baja
769,1479,Av. Benavides,0.5569,1.91,1.62,baja,baja
769,288,Av. Petit Thouars,0.5994,2.64,1.32,baja,baja
769,1334,Via Expresa,0.7903,2.64,2.19,media,baja
769,1163,Av. Petit Thouars,0.9161,3.31,2.32,media,baja
770,572,Av. Javier Prado,0.4548,2.24,1.29,alta,media
770,495,Av. Aviacion,0.5738,3.18,1.88,baja,media
770,298,Av. Petit Thouars,0.5847,3.31,1.5,media,media
770,862,Av. Larco,0.7596,3.61,1.77,baja,media
770,526,Av. El Derby,0.9256,4.09,2.61,media,media
770,575,Av. Javier Prado,0.9542,3.43,2.36,baja,media
771,380,Av. Salaverry,0.3868,2.15,0.95,media,baja
771,850,Av. Salaverry,0.422,2.48,1.55,media,baja
771,1428,Av. El Derby,0.4554,2.27,1.08,alta,baja
771,1128,Av. Universitaria,0.4748,1.89,1.35,alta,baja
771,970,Av. Angamos,0.562,2.8,1.07,media,baja
771,904,Av. Brasil,0.6225,2.63,1.93,alta,baja
772,45,Av. Angamos,0.2831,2.69,0.92,alta,muy_alta
772,593,Av. Universitaria,0.4588,3.31,1.68,baja,muy_alta
772,922,Av. Salaverry,0.5396,4.78,2.09,media,muy_alta
772,719,Av. La Encalada,0.5788,4.32,2.07,baja,muy_alta
772,535,Av. Universitaria,0.5813,4.14,1.29,alta,muy_alta
772,1312,Av. Primavera,0.5915,4.6,2.2,baja,muy_alta
773,636,Via Expresa,0.1376,1.06,1.41,media,baja
773,1053,Av. Tomas Marsano,0.4482,2.75,0.88,baja,baja
773,363,Av. Tomas Marsano,0.49,2.8,0.94,alta,baja
773,107,Av. Benavides,0.7269,2.54,1.41,baja,baja
773,1224,Av. Salaverry,0.8707,2.79,1.7,media,baja
773,1270,Av. La Encalada,0.8865,2.61,1.66,media,baja
774,1181,Av. Benavides,0.2499,1.92,1.44,media,baja
774,1463,Av. Petit Thouars,0.4331,2.15,0.99,baja,baja
774,1045,Av. Petit Thouars,0.7914,3.74,1.59,baja,baja
774,540,Av. Tomas Marsano,0.8072,2.61,2.21,media,baja
774,132,Av. La Marina,0.8602,3.13,1.77,media,baja
774,613,Av. La Encalada,0.9538,3.31,1.83,alta,baja
775,615,Av. Caminos del Inca,0.2143,1.07,0.63,media,baja
775,538,Av. Petit Thouars,0.2709,1.93,0.78,baja,baja
775,1370,Av. Salaverry,0.631,2.98,1.94,alta,baja
775,995,Av. Benavides,0.9959,3.26,1.95,media,baja
775,848,Av. Tomas Marsano,1.0261,3.05,2.07,media,baja
775,1105,Av. Larco,1.0856,3.3,2.11,alta,baja
776,1316,Av. Salaverry,0.2952,1.42,0.98,baja,media
776,1160,Av. Brasil,0.3202,2.25,0.75,media,media
776,437,Av. Brasil,0.3522,2.29,1.03,media,media
776,515,Av. Salaverry,0.3942,2.9,1.96,media,media
776,821,Av. Santa Cruz,0.3999,2.42,0.89,baja,media
776,682,Via Expresa,0.4099,1.63,1.62,baja,media
777,330,Av. La Marina,0.1111,1.35,1.23,baja,muy_alta
777,149,Av. Aviacion,0.1512,1.58,1.67,media,muy_alta
777,293,Via Expresa,0.4706,2.95,1.43,baja,muy_alta
777,762,Av. Santa Cruz,0.5064,3.94,1.64,media,muy_alta
777,1139,Av. Santa Cruz,0.5706,4.23,1.81,baja,muy_alta
777,1145,Av. El Derby,0.5951,3.9,1.71,media,muy_alta
778,1458,Av. Caminos del Inca,0.121,0.95,0.64,baja,media
778,702,Av. Aviacion,0.2073,2.55,1.42,alta,media
778,378,Av. Aviacion,0.2467,1.75,0.88,alta,media
778,1431,Av. El Derby,0.2643,1.89,1.24,media,media
778,1258,Av. Javier Prado,0.3151,1.34,1.08,alta,media
778,428,Av. Brasil,0.3687,1.81,1.02,alta,media
779,368,Av. Arequipa,0.1539,1.78,1.43,alta,baja
779,1186,Via Expresa,0.1834,0.99,1.33,media,baja
779,870,Av. 28 de Julio,0.3104,1.62,1.86,alta,baja
779,641,Av. La Encalada,0.3678,2.45,1.18,alta,baja
779,496,Av. El Derby,0.4312,1.83,1.14,baja,baja
779,1021,Av. Tomas Marsano,0.4346,1.91,1.71,media,baja
780,1235,Av. El Derby,0.1021,1.4,1.45,media,media
780,617,Av. Tomas Marsano,0.139,1.16,1.6,baja,media
780,1316,Av. Caminos del Inca,0.1911,1.98,1.39,media,media
780,437,Av. Salaverry,0.2575,2.15,1.68,media,media
780,515,Av. Javier Prado,0.3456,2.79,0.95,baja,media
780,776,Av. Tomas Marsano,0.4432,2.14,1.58,media,media
781,1378,Av. Javier Prado,0.9909,3.45,2.63,alta,baja
781,1371,Av. Santa Cruz,1.0882,4.02,2.8,alta,baja
781,147,Av. Santa Cruz,1.1972,3.59,2.07,baja,baja
781,55,Av. Arequipa,1.2259,4.03,2.24,baja,baja
781,233,Av. La Encalada,1.3572,4.39,2.65,alta,baja
781,1056,Av. Tomas Marsano,1.4915,4.31,2.72,baja,baja
782,1478,Av. Benavides,0.0779,1.2,1.54,media,alta
782,868,Av. La Marina,0.1153,2.05,1.07,media,alta
782,419,Av. 28 de Julio,0.2849,1.86,0.76,media,alta
782,969,Av. Petit Thouars,0.3568,2.11,1.44,baja,alta
782,915,Av. Larco,0.3576,2.09,1.51,alta,alta
782,169,Av. Salaverry,0.4581,2.61,1.2,baja,alta
783,1020,Av. La Marina,0.0977,1.07,1.3,baja,media
783,1396,Av. Santa Cruz,0.1397,1.46,1.63,media,media
783,829,Av. Universitaria,0.1619,1.65,0.67,media,media
783,73,Av. El Derby,0.2015,2.54,1.32,media,media
783,608,Av. Javier Prado,0.2104,2.56,0.95,baja,media
783,885,Av. Larco,0.3114,2.71,1.56,alta,media
784,1472,Av. Javier Prado,0.2584,2.18,1.03,alta,baja
784,150,Av. Colonial,0.5049,2.16,1.45,alta,baja
784,213,Av. Caminos del Inca,0.5635,1.64,1.0,alta,baja
784,1318,Av. 28 de Julio,0.7424,2.48,2.37,media,baja
784,1249,Av. Larco,1.1454,4.37,2.75,baja,baja
784,1397,Av. Benavides,1.2495,3.85,2.46,media,baja
785,243,Av. Colonial,0.3227,1.98,1.08,baja,alta
785,816,Av. Colonial,0.5448,3.91,1.86,alta,alta
785,291,Av. 28 de Julio,0.5785,2.99,1.93,baja,alta
785,1421,Av. La Encalada,0.6322,4.55,1.12,alta,alta
785,586,Av. Aviacion,0.7089,3.85,1.81,media,alta
785,281,Av. Angamos,0.732,3.82,1.53,baja,alta
786,703,Av. Caminos del Inca,0.3058,2.51,0.78,media,muy_alta
786,1130,Av. Aviacion,0.3416,3.31,1.62,alta,muy_alta
786,297,Av. El Derby,0.4693,3.55,1.74,baja,muy_alta
786,1452,Av. Aviacion,0.7942,6.28,2.01,media,muy_alta
786,692,Av. Universitaria,0.8117,5.66,1.93,media,muy_alta
786,1439,Via Expresa,0.8259,5.14,1.74,alta,muy_alta
787,354,Av. Benavides,0.2469,1.99,1.36,baja,baja
787,160,Av. El Derby,0.4233,1.73,1.14,baja,baja
787,2,Av. El Derby,0.6114,2.51,1.78,baja,baja
787,1079,Av. Universitaria,0.9236,3.3,2.33,alta,baja
787,395,Av. Aviacion,0.9263,3.87,2.49,baja,baja
787,975,Av. La Marina,1.021,2.98,2.1,alta,baja
788,1195,Av. Aviacion,0.1708,2.04,0.82,baja,alta
788,1143,Av. La Marina,0.3251,2.83,1.66,baja,alta
788,531,Av. La Encalada,0.4722,2.94,1.54,baja,alta
788,470,Av. Colonial,0.5116,3.66,1.06,baja,alta
788,1103,Av. Angamos,0.5881,2.87,1.68,alta,alta
788,1216,Av. Arequipa,0.6168,3.82,1.04,baja,alta
789,1471,Av. Salaverry,0.0363,0.7,1.28,media,media
789,280,Av. Arequipa,0.145,2.16,1.14,media,media
789,252,Av. Tomas Marsano,0.2134,1.62,1.33,media,media
789,1400,Av. Tomas Marsano,0.3169,2.64,1.34,baja,media
789,1228,Av. Larco,0.3569,1.91,0.87,alta,media
789,1174,Av. Brasil,0.3676,1.8,1.73,alta,media
790,1479,Av. 28 de Julio,0.7023,3.15,1.79,media,baja
790,1035,Av. Benavides,0.744,3.04,2.0,baja,baja
790,288,Av. Larco,0.8004,3.0,2.12,alta,baja
790,645,Av. Benavides,0.9519,2.72,1.72,media,baja
790,769,Av. Tomas Marsano,1.0484,3.86,2.26,media,baja
790,302,Av. El Derby,1.1568,4.01,2.5,baja,baja
791,1207,Av. 28 de Julio,0.3732,1.87,1.21,baja,baja
791,1226,Av. Caminos del Inca,0.3825,2.79,1.57,media,baja
791,755,Av. Larco,0.399,1.63,1.64,alta,baja
791,95,Av. El Derby,0.5109,2.7,1.77,alta,baja
791,1260,Av. Salaverry,0.5596,2.3,1.86,alta,baja
791,590,Av. Tomas Marsano,0.5762,2.64,1.7,media,baja
792,698,Av. Arequipa,0.3311,1.58,1.23,media,baja
792,109,Av. Arequipa,0.4352,1.63,0.89,alta,baja
792,798,Av. Tomas Marsano,0.6645,3.36,1.58,baja,baja
792,1444,Av. Caminos del Inca,0.7406,2.02,1.73,alta,baja
792,882,Av. Benavides,0.8039,3.26,1.79,alta,baja
792,1171,Av. Arequipa,0.8753,3.29,1.84,media,baja
793,468,Av. Universitaria,0.1584,1.47,0.61,alta,muy_alta
793,757,Av. Benavides,0.2625,2.71,1.23,alta,muy_alta
793,305,Av. Tomas Marsano,0.2746,3.1,1.8,baja,muy_alta
793,96,Av. Tomas Marsano,0.2846,2.64,0.93,baja,muy_alta
793,1281,Av. 28 de Julio,0.3869,3.57,1.78,baja,muy_alta
793,617,Av. Primavera,0.4459,2.69,1.44,alta,muy_alta
794,534,Via Expresa,0.1303,1.28,1.16,baja,baja
794,642,Av. Primavera,0.1756,1.13,0.81,alta,baja
794,847,Av. Arequipa,0.2429,2.33,1.27,alta,baja
794,1473,Av. La Marina,0.4767,2.25,1.36,alta,baja
794,158,Av. Santa Cruz,0.6087,2.5,1.4,alta,baja
794,844,Av. Salaverry,0.7054,3.3,2.14,media,baja
795,1154,Av. Primavera,0.3165,2.43,1.5,baja,baja
795,1408,Av. El Derby,0.3302,1.28,1.29,media,baja
795,391,Av. Universitaria,0.3746,1.89,1.8,alta,baja
795,811,Av. Colonial,0.4343,2.91,1.34,alta,baja
795,706,Av. Primavera,0.4581,1.66,1.67,alta,baja
795,513,Av. Caminos del Inca,0.4865,2.47,0.92,baja,baja
796,664,Av. Arequipa,0.1947,1.94,0.66,baja,media
796,72,Av. La Encalada,0.4537,2.41,0.91,alta,media
796,255,Av. 28 de Julio,0.4731,2.88,1.93,baja,media
796,924,Av. La Encalada,0.4942,2.1,2.07,baja,media
796,1091,Av. Primavera,0.4971,3.21,1.57,media,media
796,181,Av. Benavides,0.6036,2.98,1.13,media,media
797,247,Av. Javier Prado,0.5282,2.61,1.87,media,baja
797,155,Av. Javier Prado,0.6736,2.87,1.33,alta,baja
797,1298,Via Expresa,0.8067,3.12,2.37,media,baja
797,1313,Av. Universitaria,0.87,2.34,2.31,alta,baja
797,138,Av. Tomas Marsano,0.9552,3.47,1.84,alta,baja
797,1335,Av. El Derby,1.0014,3.75,2.34,media,baja
798,1444,Av. La Marina,0.3254,2.39,1.23,alta,baja
798,557,Av. Salaverry,0.5015,1.86,1.2,alta,baja
798,698,Av. Angamos,0.5261,2.64,1.01,alta,baja
798,792,Av. El Derby,0.6645,2.75,1.32,alta,baja
798,399,Av. Larco,0.7955,3.53,2.43,alta,baja
798,1449,Av. Larco,0.9664,3.11,1.84,media,baja
799,666,Av. Santa Cruz,0.3938,2.15,1.95,baja,baja
799,467,Av. Universitaria,0.471,2.15,0.88,baja,baja
799,1422,Av. La Marina,0.6856,3.14,1.75,baja,baja
799,1343,Av. Petit Thouars,0.954,2.54,1.45,alta,baja
799,1274,Av. Universitaria,1.0596,4.09,2.06,media,baja
799,268,Av. El Derby,1.0725,2.66,2.13,alta,baja
800,699,Av. Benavides,0.6197,3.23,2.04,media,media
800,1,Av. Javier Prado,0.6478,2.68,1.14,media,media
800,824,Av. Arequipa,0.6764,2.82,1.81,baja,media
800,310,Av. El Derby,0.7277,2.97,2.12,media,media
800,426,Av. Arequipa,0.7742,2.72,1.4,baja,media
800,1445,Av. Larco,0.823,3.45,1.63,media,media
801,616,Av. Aviacion,0.1983,1.91,1.02,baja,media
801,1086,Av. Larco,0.3552,3.05,1.83,baja,media
801,690,Av. La Marina,0.3835,2.92,1.1,baja,media
801,261,Av. Colonial,0.3855,1.82,1.01,media,media
801,51,Av. Larco,0.406,2.35,1.01,alta,media
801,433,Av. Caminos del Inca,0.5056,3.35,2.02,baja,media
802,79,Av. Caminos del Inca,0.3899,2.42,0.83,media,baja
802,212,Av. Javier Prado,0.4805,2.78,1.5,media,baja
802,887,Av. Aviacion,0.5158,2.58,2.01,baja,baja
802,82,Av. Brasil,0.7666,3.31,1.77,media,baja
802,177,Av. Universitaria,0.9211,3.53,1.55,alta,baja
802,289,Av. Santa Cruz,0.9242,3.59,2.01,media,baja
803,1083,Av. Tomas Marsano,0.1926,2.35,1.57,alta,muy_alta
803,1158,Av. Colonial,0.3601,3.63,1.45,baja,muy_alta
803,684,Av. Santa Cruz,0.41,3.22,1.28,media,muy_alta
803,982,Av. La Encalada,0.5001,4.27,1.68,baja,muy_alta
803,845,Av. Brasil,0.5245,3.75,1.23,baja,muy_alta
803,893,Av. La Encalada,0.5413,4.34,1.88,baja,muy_alta
804,1054,Av. Javier Prado,0.4364,1.9,1.46,baja,baja
804,556,Av. Arequipa,0.4787,1.93,1.9,baja,baja
804,1182,Av. Primavera,0.6989,3.08,1.94,alta,baja
804,1375,Av. Arequipa,0.9918,3.63,1.53,baja,baja
804,194,Av. Arequipa,1.0344,2.52,2.56,baja,baja
804,551,Av. Larco,1.1922,3.07,2.67,alta,baja
805,128,Av. Javier Prado,0.1734,1.88,0.75,baja,alta
805,1227,Av. 28 de Julio,0.5544,2.79,2.08,alta,alta
805,903,Av. El Derby,0.6333,2.96,1.76,media,alta
805,43,Av. Primavera,0.7087,3.25,1.96,alta,alta
805,908,Av. Petit Thouars,0.7221,4.15,1.59,baja,alta
805,143,Av. Javier Prado,0.7464,4.39,1.26,media,alta
806,273,Av. Universitaria,0.1254,1.3,0.7,media,baja
806,441,Av. Javier Prado,0.321,1.31,1.39,baja,baja
806,180,Av. La Marina,0.416,2.4,0.81,alta,baja
806,222,Av. Tomas Marsano,0.4615,1.64,1.13,media,baja
806,486,Av. Primavera,0.5389,2.19,1.81,alta,baja
806,1404,Av. Caminos del Inca,0.8495,3.5,2.38,alta,baja
807,228,Av. Angamos,0.4618,2.71,1.5,alta,baja
807,998,Av. Tomas Marsano,0.5219,2.07,1.35,media,baja
807,229,Av. Arequipa,0.668,2.92,1.11,media,baja
807,1337,Av. Brasil,1.0201,3.91,2.53,media,baja
807,1067,Av. 28 de Julio,1.0521,3.31,1.63,media,baja
807,587,Av. Petit Thouars,1.1122,4.14,1.64,alta,baja
808,827,Av. La Encalada,0.1964,1.67,0.61,baja,baja
808,1477,Av. La Encalada,0.3367,1.34,1.84,baja,baja
808,1238,Av. Larco,0.4353,2.68,1.06,alta,baja
808,477,Av. Caminos del Inca,0.4879,2.21,1.83,alta,baja
808,1187,Av. Javier Prado,0.5061,2.06,0.91,media,baja
808,1392,Av. Primavera,0.7172,3.56,1.25,alta,baja
809,1349,Av. Caminos del Inca,0.622,2.34,1.71,alta,baja
809,11,Av. Tomas Marsano,0.7379,3.27,2.25,alta,baja
809,450,Av. Brasil,0.7817,3.48,2.16,baja,baja
809,972,Av. La Encalada,0.8214,3.12,1.38,media,baja
809,574,Av. La Encalada,0.8574,3.6,1.81,baja,baja
809,454,Av. Arequipa,0.9642,2.84,1.46,baja,baja
810,124,Av. 28 de Julio,0.202,1.76,1.68,baja,baja
810,614,Av. Aviacion,0.7001,3.17,1.86,media,baja
810,1141,Av. Petit Thouars,0.7816,3.32,1.54,baja,baja
810,1411,Av. Primavera,1.2639,3.38,3.02,alta,baja
810,890,Av. La Encalada,1.2729,4.83,2.04,baja,baja
810,880,Av. Arequipa,1.2959,4.32,2.97,alta,baja
811,513,Av. 28 de Julio,0.0998,1.6,1.25,media,media
811,391,Av. Tomas Marsano,0.1808,1.89,0.82,alta,media
811,1408,Av. Colonial,0.2441,2.49,1.66,baja,media
811,795,Av. Angamos,0.4343,2.06,1.74,alta,media
811,61,Av. Angamos,0.4458,2.85,1.95,media,media
811,1154,Av. Petit Thouars,0.4678,1.91,1.26,media,media
812,951,Via Expresa,0.3973,2.64,1.01,baja,baja
812,1493,Av. Salaverry,0.5947,2.06,1.95,baja,baja
812,348,Av. Larco,0.6533,2.8,1.64,alta,baja
812,7,Av. 28 de Julio,0.7815,3.67,1.41,baja,baja
812,577,Av. Aviacion,1.032,3.0,1.96,baja,baja
812,717,Av. Universitaria,1.1353,3.4,2.55,baja,baja
813,1488,Av. 28 de Julio,0.3858,1.66,0.95,alta,baja
813,407,Av. Arequipa,0.4576,1.93,1.72,media,baja
813,424,Av. Santa Cruz,0.6501,3.37,1.11,baja,baja
813,1176,Av. Salaverry,0.9411,3.37,1.52,media,baja
813,1079,Av. Santa Cruz,0.9939,3.66,2.68,alta,baja
813,1427,Av. Primavera,1.0655,2.7,2.36,baja,baja
814,1061,Av. Caminos del Inca,0.4885,2.36,0.91,media,baja
814,1344,Via Expresa,0.4932,2.03,0.9,baja,baja
814,583,Av. Primavera,0.5522,2.58,1.87,alta,baja
814,410,Av. Aviacion,0.7176,2.31,2.3,alta,baja
814,136,Av. 28 de Julio,0.8965,2.85,2.49,alta,baja
814,1310,Av. Universitaria,0.9782,4.05,2.22,alta,baja
815,62,Av. La Marina,0.1842,1.59,1.68,alta,media
815,1198,Av. Salaverry,0.1947,1.86,1.64,baja,media
815,654,Av. Santa Cruz,0.2852,2.12,1.16,alta,media
815,394,Av. Salaverry,0.2958,2.38,0.86,baja,media
815,1087,Av. Angamos,0.351,2.8,1.7,alta,media
815,722,Av. Larco,0.4813,2.49,1.01,baja,media
816,916,Av. Larco,0.2997,1.84,1.2,media,media
816,586,Av. Aviacion,0.3251,2.08,0.77,baja,media
816,1044,Av. Benavides,0.5096,1.79,0.92,alta,media
816,243,Av. Larco,0.5305,3.03,1.62,baja,media
816,785,Av. Angamos,0.5448,3.35,1.1,alta,media
816,291,Av. La Encalada,0.5829,3.17,1.58,baja,media
817,697,Av. Aviacion,0.1349,2.0,1.21,media,baja
817,254,Av. Larco,0.3967,2.29,1.81,alta,baja
817,1251,Av. Angamos,0.4103,1.72,1.7,alta,baja
817,1165,Av. Angamos,0.4343,1.66,1.97,media,baja
817,958,Av. La Marina,0.4381,2.31,0.91,alta,baja
817,856,Av. Colonial,0.5624,2.74,1.5,alta,baja
818,408,Av. Arequipa,0.0294,1.05,1.12,alta,baja
818,1048,Av. Arequipa,0.3452,1.31,0.74,alta,baja
818,490,Av. Larco,0.7112,2.51,1.64,media,baja
818,425,Av. Larco,0.7265,3.52,2.18,alta,baja
818,1377,Av. Colonial,0.8008,2.39,1.5,baja,baja
818,937,Av. Brasil,1.0765,3.79,1.68,alta,baja
819,899,Av. El Derby,0.5977,2.21,1.88,media,baja
819,1320,Av. Angamos,0.6848,2.75,1.41,alta,baja
819,1305,Av. Santa Cruz,0.8312,2.39,2.44,alta,baja
819,452,Av. Brasil,0.8822,3.0,1.52,media,baja
819,1407,Av. La Marina,1.0021,3.82,1.6,baja,baja
819,1037,Av. Brasil,1.0802,4.23,2.24,alta,baja
820,329,Av. Caminos del Inca,0.5164,2.61,1.37,alta,media
820,307,Av. La Marina,0.5221,2.16,1.42,alta,media
820,332,Av. Aviacion,0.7303,3.88,1.39,baja,media
820,114,Av. El Derby,0.7725,2.78,1.64,baja,media
820,466,Av. Primavera,0.9009,3.26,1.67,alta,media
820,1028,Av. La Marina,1.0669,4.09,2.0,media,media
821,637,Av. Angamos,0.1993,2.13,1.03,alta,media
821,19,Av. Angamos,0.313,1.47,1.26,alta,media
821,1188,Av. La Encalada,0.3327,2.71,0.92,alta,media
821,515,Av. Brasil,0.3651,2.23,1.84,baja,media
821,776,Av. Tomas Marsano,0.3999,2.38,0.8,baja,media
821,437,Av. El Derby,0.42,2.73,1.11,alta,media
822,38,Av. Angamos,0.4161,1.81,0.93,alta,baja
822,423,Av. Benavides,0.5208,2.58,1.44,media,baja
822,506,Av. Larco,0.5719,3.12,1.0,alta,baja
822,945,Av. Javier Prado,0.6086,3.16,1.92,alta,baja
822,1183,Av. Tomas Marsano,0.6994,2.6,1.99,media,baja
822,302,Av. El Derby,0.731,2.52,1.86,media,baja
823,1454,Av. Angamos,0.2339,2.66,0.73,media,muy_alta
823,667,Av. Angamos,0.3401,3.59,1.08,media,muy_alta
823,403,Via Expresa,0.4136,3.27,1.86,media,muy_alta
823,522,Av. El Derby,0.5778,5.01,2.1,baja,muy_alta
823,196,Av. Caminos del Inca,0.5815,4.43,2.05,alta,muy_alta
